cik,date,link
1040130,2016-06-13,https://www.sec.gov/Archives/edgar/data/1040130/000157104916015952/t1600385_def14a.htm
1040130,2015-06-08,https://www.sec.gov/Archives/edgar/data/1040130/000157104915004941/t82509_def14a.htm
1040130,2014-06-13,https://www.sec.gov/Archives/edgar/data/1040130/000157104914002377/t78506_def14a.htm
1040130,2013-06-14,https://www.sec.gov/Archives/edgar/data/1040130/000118811213001816/t76751_def14a.htm
1325879,2016-04-14,https://www.sec.gov/Archives/edgar/data/1325879/000119312516541655/d143639ddef14a.htm
1325879,2015-04-17,https://www.sec.gov/Archives/edgar/data/1325879/000119312515134459/d861409ddef14a.htm
1325879,2014-04-30,https://www.sec.gov/Archives/edgar/data/1325879/000119312514168966/d689458ddef14a.htm
1325879,2013-04-26,https://www.sec.gov/Archives/edgar/data/1325879/000119312513178006/d517934ddef14a.htm
1336545,2015-06-17,https://www.sec.gov/Archives/edgar/data/1336545/000104746915005527/a2225126zdef14a.htm
1336545,2014-04-28,https://www.sec.gov/Archives/edgar/data/1336545/000121390014002699/def14a0614_americanapparel.htm
1336545,2013-04-30,https://www.sec.gov/Archives/edgar/data/1336545/000104746913005123/a2214764zdef14a.htm
1282631,2016-05-02,https://www.sec.gov/Archives/edgar/data/1282631/000155837016005123/nlst-20160608xdef14a.htm
1282631,2015-04-27,https://www.sec.gov/Archives/edgar/data/1282631/000104746915003982/a2224445zdef14a.htm
1282631,2014-04-28,https://www.sec.gov/Archives/edgar/data/1282631/000104746914004260/a2219771zdef14a.htm
1282631,2013-04-29,https://www.sec.gov/Archives/edgar/data/1282631/000104746913005046/a2214648zdef14a.htm
800459,2016-10-25,https://www.sec.gov/Archives/edgar/data/800459/000119312516746543/d276652ddef14a.htm
800459,2015-10-28,https://www.sec.gov/Archives/edgar/data/800459/000119312515356282/d187856ddef14a.htm
800459,2014-10-22,https://www.sec.gov/Archives/edgar/data/800459/000119312514378076/d799626ddef14a.htm
800459,2013-10-21,https://www.sec.gov/Archives/edgar/data/800459/000119312513405354/d614642ddef14a.htm
907649,2015-04-30,https://www.sec.gov/Archives/edgar/data/907649/000103883815000056/def14a.htm
907649,2014-04-29,https://www.sec.gov/Archives/edgar/data/907649/000103883814000060/def14a.htm
907649,2013-04-30,https://www.sec.gov/Archives/edgar/data/907649/000103883813000201/def14a.htm
1065087,2016-04-21,https://www.sec.gov/Archives/edgar/data/1065087/000114420416095558/v437479_def14a.htm
1065087,2015-04-28,https://www.sec.gov/Archives/edgar/data/1065087/000114420415025638/v408406_def14a.htm
1065087,2014-04-25,https://www.sec.gov/Archives/edgar/data/1065087/000114420414024898/v375131_def14a.htm
1065087,2013-04-25,https://www.sec.gov/Archives/edgar/data/1065087/000114420413023922/v342329_def14a.htm
880771,2016-04-29,https://www.sec.gov/Archives/edgar/data/880771/000117494716002570/c437622_def14a.htm
880771,2015-04-30,https://www.sec.gov/Archives/edgar/data/880771/000117494715000752/b407654_def14a.htm
880771,2014-04-30,https://www.sec.gov/Archives/edgar/data/880771/000119312514172000/d657545ddef14a.htm
880771,2013-05-23,https://www.sec.gov/Archives/edgar/data/880771/000119312513233424/d503608ddef14a.htm
785786,2016-12-13,https://www.sec.gov/Archives/edgar/data/785786/000119312516790908/d295500ddef14a.htm
785786,2015-12-14,https://www.sec.gov/Archives/edgar/data/785786/000119312515402578/d50402ddef14a.htm
785786,2014-12-17,https://www.sec.gov/Archives/edgar/data/785786/000119312514444069/d822784ddef14a.htm
785786,2013-12-11,https://www.sec.gov/Archives/edgar/data/785786/000119312513469870/d631335ddef14a.htm
49071,2016-03-09,https://www.sec.gov/Archives/edgar/data/49071/000119312516497524/d113980ddef14a.htm
49071,2015-03-06,https://www.sec.gov/Archives/edgar/data/49071/000119312515079975/d851627ddef14a.htm
49071,2014-03-10,https://www.sec.gov/Archives/edgar/data/49071/000119312514090547/d656843ddef14a.htm
49071,2013-03-04,https://www.sec.gov/Archives/edgar/data/49071/000119312513088907/d468481ddef14a.htm
874766,2016-04-07,https://www.sec.gov/Archives/edgar/data/874766/000120677416005363/hartford_def14a.htm
874766,2015-04-08,https://www.sec.gov/Archives/edgar/data/874766/000120677415001206/hartford_def14a.htm
874766,2014-04-10,https://www.sec.gov/Archives/edgar/data/874766/000130817914000156/lhig2014_def14a.htm
874766,2013-04-05,https://www.sec.gov/Archives/edgar/data/874766/000130817913000173/lthehartford_def14a.htm
1108524,2016-04-21,https://www.sec.gov/Archives/edgar/data/1108524/000119312516550325/d27574ddef14a.htm
1108524,2015-04-22,https://www.sec.gov/Archives/edgar/data/1108524/000119312515142107/d874869ddef14a.htm
1108524,2014-05-07,https://www.sec.gov/Archives/edgar/data/1108524/000119312514187738/d687078ddef14a.htm
1108524,2013-05-08,https://www.sec.gov/Archives/edgar/data/1108524/000119312513207740/d506610ddef14a.htm
1108524,2013-02-11,https://www.sec.gov/Archives/edgar/data/1108524/000119312513048907/d472107ddef14a.htm
1302707,2014-04-15,https://www.sec.gov/Archives/edgar/data/1302707/000119312514144194/d693623ddef14a.htm
1302707,2013-04-17,https://www.sec.gov/Archives/edgar/data/1302707/000119312513158812/d496967ddef14a.htm
789570,2016-04-20,https://www.sec.gov/Archives/edgar/data/789570/000119312516548398/d137007ddef14a.htm
789570,2014-04-25,https://www.sec.gov/Archives/edgar/data/789570/000119312514160082/d708361ddef14a.htm
789570,2013-04-30,https://www.sec.gov/Archives/edgar/data/789570/000104746913005186/a2214626zdef14a.htm
785968,2014-08-28,https://www.sec.gov/Archives/edgar/data/785968/000078596814000147/def14a2014-08x28.htm
785968,2014-03-31,https://www.sec.gov/Archives/edgar/data/785968/000078596814000047/a2014-03x31def14a.htm
785968,2013-01-24,https://www.sec.gov/Archives/edgar/data/785968/000135448813000301/mill_def14a.htm
1331301,2015-04-06,https://www.sec.gov/Archives/edgar/data/1331301/000119312515119716/d866263ddef14a.htm
1331301,2014-04-08,https://www.sec.gov/Archives/edgar/data/1331301/000114420414021268/v369336_def14a.htm
1331301,2013-04-05,https://www.sec.gov/Archives/edgar/data/1331301/000114420413020420/v340045_def14a.htm
1411906,2016-11-22,https://www.sec.gov/Archives/edgar/data/1411906/000114420416135775/v453603_def14a.htm
1411906,2015-11-12,https://www.sec.gov/Archives/edgar/data/1411906/000119312515375780/d13458ddef14a.htm
1411906,2014-08-15,https://www.sec.gov/Archives/edgar/data/1411906/000119312514311961/d777203ddef14a.htm
1411906,2013-11-01,https://www.sec.gov/Archives/edgar/data/1411906/000119312513421626/d614734ddef14a.htm
1289592,2013-03-25,https://www.sec.gov/Archives/edgar/data/1289592/000119312513122623/d501698ddef14a.htm
313716,2016-05-18,https://www.sec.gov/Archives/edgar/data/313716/000104746916013249/a2228592zdef14a.htm
313716,2015-03-26,https://www.sec.gov/Archives/edgar/data/313716/000104746915002794/a2223638zdef14a.htm
313716,2014-03-28,https://www.sec.gov/Archives/edgar/data/313716/000104746914003133/a2219043zdef14a.htm
313716,2013-03-27,https://www.sec.gov/Archives/edgar/data/313716/000104746913003498/a2213761zdef14a.htm
1109196,2016-05-31,https://www.sec.gov/Archives/edgar/data/1109196/000141588916006043/mbvxproxy_may2016.htm
1109196,2015-07-27,https://www.sec.gov/Archives/edgar/data/1109196/000141588915002464/mbvxdef14a_aug2015.htm
1109196,2014-07-25,https://www.sec.gov/Archives/edgar/data/1109196/000119312514280604/d756926ddef14a.htm
1109196,2013-04-08,https://www.sec.gov/Archives/edgar/data/1109196/000119312513144383/d446418ddef14a.htm
949157,2016-04-29,https://www.sec.gov/Archives/edgar/data/949157/000094915716000191/a14-ascheduleproxydef2016.htm
949157,2015-07-13,https://www.sec.gov/Archives/edgar/data/949157/000094915715000070/a14-ascheduleproxydef2015.htm
949157,2014-07-18,https://www.sec.gov/Archives/edgar/data/949157/000094915714000036/a14-ascheduleproxydef2014.htm
949157,2013-07-30,https://www.sec.gov/Archives/edgar/data/949157/000094915713000053/a14-ascheduleproxydef2013.htm
1046311,2016-03-28,https://www.sec.gov/Archives/edgar/data/1046311/000104631116000029/a2016chh_def14a.htm
1046311,2015-03-26,https://www.sec.gov/Archives/edgar/data/1046311/000104631115000005/a2015chh_def14a.htm
1046311,2014-03-28,https://www.sec.gov/Archives/edgar/data/1046311/000144530514001193/chh_def14a.htm
1046311,2013-03-26,https://www.sec.gov/Archives/edgar/data/1046311/000119312513125951/d478587ddef14a.htm
739878,2013-06-04,https://www.sec.gov/Archives/edgar/data/739878/000119312513247019/d549420ddef14a.htm
794323,2016-04-07,https://www.sec.gov/Archives/edgar/data/794323/000119312516532923/d158801ddef14a.htm
794323,2015-04-07,https://www.sec.gov/Archives/edgar/data/794323/000104746915003240/a2223988zdef14a.htm
794323,2014-04-11,https://www.sec.gov/Archives/edgar/data/794323/000104746914003724/a2219420zdef14a.htm
794323,2013-04-12,https://www.sec.gov/Archives/edgar/data/794323/000104746913004265/a2214235zdef14a.htm
18926,2016-04-05,https://www.sec.gov/Archives/edgar/data/18926/000119312516530742/d129154ddef14a.htm
18926,2015-04-08,https://www.sec.gov/Archives/edgar/data/18926/000119312515122358/d861003ddef14a.htm
18926,2014-04-16,https://www.sec.gov/Archives/edgar/data/18926/000119312514145331/d694370ddef14a.htm
18926,2013-04-10,https://www.sec.gov/Archives/edgar/data/18926/000119312513149066/d470370ddef14a.htm
1407268,2014-04-30,https://www.sec.gov/Archives/edgar/data/1407268/000135448814002133/fnrg_def14a.htm
1407268,2013-04-30,https://www.sec.gov/Archives/edgar/data/1407268/000135448813002318/fnrg_def14c.htm
1407268,2013-02-26,https://www.sec.gov/Archives/edgar/data/1407268/000135448813000878/ssie_def14c.htm
773910,2016-03-18,https://www.sec.gov/Archives/edgar/data/773910/000119312516510336/d158088ddef14a.htm
773910,2015-03-23,https://www.sec.gov/Archives/edgar/data/773910/000119312515100571/d862770ddef14a.htm
773910,2014-03-21,https://www.sec.gov/Archives/edgar/data/773910/000119312514110525/d606827ddef14a.htm
773910,2013-03-25,https://www.sec.gov/Archives/edgar/data/773910/000119312513122770/d466040ddef14a.htm
1009672,2016-04-01,https://www.sec.gov/Archives/edgar/data/1009672/000119312516527907/d87618ddef14a.htm
1009672,2015-04-01,https://www.sec.gov/Archives/edgar/data/1009672/000119312515116198/d861759ddef14a.htm
1009672,2014-04-02,https://www.sec.gov/Archives/edgar/data/1009672/000119312514127584/d699270ddef14a.htm
1009672,2013-04-04,https://www.sec.gov/Archives/edgar/data/1009672/000119312513142277/d505422ddef14a.htm
918581,2016-04-29,https://www.sec.gov/Archives/edgar/data/918581/000155837016005037/cbr-20160608xdef14a.htm
918581,2015-04-30,https://www.sec.gov/Archives/edgar/data/918581/000104746915004235/a2224501zdef14a.htm
918581,2014-04-25,https://www.sec.gov/Archives/edgar/data/918581/000104746914004199/a2219773zdef14a.htm
918581,2013-04-05,https://www.sec.gov/Archives/edgar/data/918581/000104746913004029/a2214201zdef14a.htm
811240,2016-09-07,https://www.sec.gov/Archives/edgar/data/811240/000119312516703460/d238689ddef14a.htm
811240,2016-04-07,https://www.sec.gov/Archives/edgar/data/811240/000119312516533819/d173934ddef14a.htm
811240,2013-04-30,https://www.sec.gov/Archives/edgar/data/811240/000119312513187277/d467333ddef14a.htm
750556,2016-03-14,https://www.sec.gov/Archives/edgar/data/750556/000119312516501992/d22538ddef14a.htm
750556,2015-03-16,https://www.sec.gov/Archives/edgar/data/750556/000119312515092485/d831859ddef14a.htm
750556,2014-03-10,https://www.sec.gov/Archives/edgar/data/750556/000155278114000177/e00071_sti-def14a.htm
750556,2013-03-11,https://www.sec.gov/Archives/edgar/data/750556/000075055613000071/a2013proxystatement.htm
1286613,2016-03-23,https://www.sec.gov/Archives/edgar/data/1286613/000114036116058825/formdef14a.htm
1286613,2015-03-30,https://www.sec.gov/Archives/edgar/data/1286613/000114036115013477/formdef14a.htm
1286613,2014-03-28,https://www.sec.gov/Archives/edgar/data/1286613/000114036114014572/formdef14a.htm
1286613,2013-03-28,https://www.sec.gov/Archives/edgar/data/1286613/000114036113014413/formdef14a.htm
1420811,2016-03-28,https://www.sec.gov/Archives/edgar/data/1420811/000142081116000132/def14a-proxystatement2016.htm
1420811,2015-03-27,https://www.sec.gov/Archives/edgar/data/1420811/000119312515109363/d895677ddef14a.htm
77543,2016-04-11,https://www.sec.gov/Archives/edgar/data/77543/000007754316000080/tpc-20160411xdef14a.htm
77543,2015-04-17,https://www.sec.gov/Archives/edgar/data/77543/000007754315000026/tpc-20150417xdef14a.htm
77543,2014-10-02,https://www.sec.gov/Archives/edgar/data/77543/000156276214000270/tpc-20141112xdef14a.htm
77543,2014-04-17,https://www.sec.gov/Archives/edgar/data/77543/000110465914028259/a14-10585_1def14a.htm
77543,2013-04-17,https://www.sec.gov/Archives/edgar/data/77543/000114036113016672/formdef14a.htm
1507385,2016-03-22,https://www.sec.gov/Archives/edgar/data/1507385/000150738516000118/vereit2015proxystatement.htm
1507385,2015-08-19,https://www.sec.gov/Archives/edgar/data/1507385/000119312515295230/d12911ddef14a.htm
1507385,2014-04-29,https://www.sec.gov/Archives/edgar/data/1507385/000114420414025500/v375708_def14a.htm
1507385,2013-04-30,https://www.sec.gov/Archives/edgar/data/1507385/000114420413025095/v342509_def14a.htm
1507385,2013-02-11,https://www.sec.gov/Archives/edgar/data/1507385/000114420413007256/v334567_def14a.htm
1171012,2016-04-25,https://www.sec.gov/Archives/edgar/data/1171012/000149315216009152/def14a.htm
1171012,2015-05-05,https://www.sec.gov/Archives/edgar/data/1171012/000118518515001117/unipixel-def14a050115.htm
1171012,2015-03-24,https://www.sec.gov/Archives/edgar/data/1171012/000118518515000581/unipixel-def14a031615.htm
1171012,2014-06-25,https://www.sec.gov/Archives/edgar/data/1171012/000118518514001636/unipixel-def14a062314.htm
1171012,2013-03-01,https://www.sec.gov/Archives/edgar/data/1171012/000118518513000407/unipixel-def14a022713.htm
1032975,2016-07-22,https://www.sec.gov/Archives/edgar/data/1032975/000120677416006481/logitech3015891_18-def14a.htm
1032975,2015-07-24,https://www.sec.gov/Archives/edgar/data/1032975/000120677415002322/logitech_def14a.htm
1032975,2014-11-19,https://www.sec.gov/Archives/edgar/data/1032975/000120677414003293/logitech_def14a.htm
1032975,2013-07-23,https://www.sec.gov/Archives/edgar/data/1032975/000120677413002504/logitech_def14a.htm
719413,2016-04-04,https://www.sec.gov/Archives/edgar/data/719413/000120677416005299/hecla_def14a.htm
719413,2015-04-08,https://www.sec.gov/Archives/edgar/data/719413/000120677415001195/hecla_def14a.htm
719413,2014-04-08,https://www.sec.gov/Archives/edgar/data/719413/000120677414001177/hecla_def14a.htm
719413,2013-04-03,https://www.sec.gov/Archives/edgar/data/719413/000120677413001302/hecla_def14a.htm
922521,2016-03-18,https://www.sec.gov/Archives/edgar/data/922521/000092252116000042/definitiveproxy2016.htm
922521,2015-03-12,https://www.sec.gov/Archives/edgar/data/922521/000092252115000008/definitiveproxy2015.htm
922521,2014-04-17,https://www.sec.gov/Archives/edgar/data/922521/000092189514000841/def14a04637_04172014.htm
922521,2013-03-29,https://www.sec.gov/Archives/edgar/data/922521/000092189513000712/def14a04637_03292013.htm
1000298,2016-05-18,https://www.sec.gov/Archives/edgar/data/1000298/000104746916013268/a2228658zdef14a.htm
1000298,2015-04-30,https://www.sec.gov/Archives/edgar/data/1000298/000104746915004236/a2224547zdef14a.htm
1000298,2014-05-19,https://www.sec.gov/Archives/edgar/data/1000298/000104746914005025/a2220218zdef14a.htm
1000298,2013-05-24,https://www.sec.gov/Archives/edgar/data/1000298/000104746913006444/a2214815zdef14a.htm
1095858,2015-11-24,https://www.sec.gov/Archives/edgar/data/1095858/000143774915021392/erb20151110_def14a.htm
1095858,2014-04-29,https://www.sec.gov/Archives/edgar/data/1095858/000114420414025529/v375404_def14a.htm
1095858,2013-08-22,https://www.sec.gov/Archives/edgar/data/1095858/000114420413047371/v353167_def14a.htm
1462418,2016-07-07,https://www.sec.gov/Archives/edgar/data/1462418/000104746916014212/a2229096zdef14a.htm
1462418,2016-04-07,https://www.sec.gov/Archives/edgar/data/1462418/000104746916011990/a2228047zdef14a.htm
1462418,2015-04-06,https://www.sec.gov/Archives/edgar/data/1462418/000104746915003213/a2224101zdef14a.htm
1462418,2014-04-07,https://www.sec.gov/Archives/edgar/data/1462418/000104746914003495/a2219478zdef14a.htm
1462418,2014-02-13,https://www.sec.gov/Archives/edgar/data/1462418/000104746914000881/a2218244zdef14a.htm
1462418,2013-04-02,https://www.sec.gov/Archives/edgar/data/1462418/000104746913003782/a2214186zdef14a.htm
890926,2016-04-07,https://www.sec.gov/Archives/edgar/data/890926/000119312516533846/d81569ddef14a.htm
890926,2015-04-10,https://www.sec.gov/Archives/edgar/data/890926/000119312515125128/d865423ddef14a.htm
890926,2014-04-07,https://www.sec.gov/Archives/edgar/data/890926/000119312514133684/d677256ddef14a.htm
890926,2013-04-02,https://www.sec.gov/Archives/edgar/data/890926/000119312513138724/d465167ddef14a.htm
718937,2016-05-02,https://www.sec.gov/Archives/edgar/data/718937/000114420416098210/v437993_def14a.htm
718937,2015-05-27,https://www.sec.gov/Archives/edgar/data/718937/000114420415033708/v411298_def14a.htm
718937,2014-05-05,https://www.sec.gov/Archives/edgar/data/718937/000104746914004596/a2220056zdef14a.htm
718937,2013-03-26,https://www.sec.gov/Archives/edgar/data/718937/000104746913003359/a2213938zdef14a.htm
928054,2016-03-23,https://www.sec.gov/Archives/edgar/data/928054/000092805416000105/proxy2016.htm
928054,2015-03-27,https://www.sec.gov/Archives/edgar/data/928054/000092805415000012/proxy2015.htm
928054,2014-04-18,https://www.sec.gov/Archives/edgar/data/928054/000119312514148753/d662413ddef14a.htm
928054,2013-04-10,https://www.sec.gov/Archives/edgar/data/928054/000092805413000002/proxy2013.htm
1041859,2016-04-06,https://www.sec.gov/Archives/edgar/data/1041859/000093041316006324/c82297_def14a.htm
1041859,2015-03-31,https://www.sec.gov/Archives/edgar/data/1041859/000093041315001583/c80848_def14a.htm
1041859,2014-04-17,https://www.sec.gov/Archives/edgar/data/1041859/000093041314001844/c77044_def14a.htm
1041859,2013-04-08,https://www.sec.gov/Archives/edgar/data/1041859/000114420413020470/v340179_def14a.htm
866829,2016-03-28,https://www.sec.gov/Archives/edgar/data/866829/000119312516518807/d145387ddef14a.htm
866829,2015-03-24,https://www.sec.gov/Archives/edgar/data/866829/000119312515101992/d835337ddef14a.htm
866829,2014-03-21,https://www.sec.gov/Archives/edgar/data/866829/000119312514108345/d685765ddef14a.htm
866829,2013-03-28,https://www.sec.gov/Archives/edgar/data/866829/000119312513130835/d470291ddef14a.htm
57725,2016-12-12,https://www.sec.gov/Archives/edgar/data/57725/000110465916161691/a16-22983_1def14a.htm
57725,2015-12-08,https://www.sec.gov/Archives/edgar/data/57725/000110465915083646/a15-24162_1def14a.htm
57725,2014-12-16,https://www.sec.gov/Archives/edgar/data/57725/000110465914087096/a14-25042_2def14a.htm
57725,2013-12-17,https://www.sec.gov/Archives/edgar/data/57725/000110465913090742/a13-25716_1def14a.htm
1174266,2015-07-02,https://www.sec.gov/Archives/edgar/data/1174266/000119312515243318/d854221ddef14a.htm
1174266,2014-05-30,https://www.sec.gov/Archives/edgar/data/1174266/000119312514219935/d735375ddef14a.htm
1174266,2013-05-31,https://www.sec.gov/Archives/edgar/data/1174266/000119312513243383/d546815ddef14a.htm
793952,2016-03-21,https://www.sec.gov/Archives/edgar/data/793952/000120677416005039/harley_def14a.htm
793952,2015-03-16,https://www.sec.gov/Archives/edgar/data/793952/000079395215000015/harleydavidsonproxy2015.htm
793952,2014-03-17,https://www.sec.gov/Archives/edgar/data/793952/000079395214000009/harleydavidsonproxy.htm
793952,2013-03-15,https://www.sec.gov/Archives/edgar/data/793952/000144530513000635/harleydavidsonproxy.htm
880266,2016-03-28,https://www.sec.gov/Archives/edgar/data/880266/000088026616000047/a2015agcodef14a.htm
880266,2015-03-23,https://www.sec.gov/Archives/edgar/data/880266/000088026615000012/a2014agcodef14a.htm
880266,2014-03-24,https://www.sec.gov/Archives/edgar/data/880266/000119312514111491/d644824ddef14a.htm
880266,2013-03-25,https://www.sec.gov/Archives/edgar/data/880266/000119312513123417/d466096ddef14a.htm
933136,2016-04-19,https://www.sec.gov/Archives/edgar/data/933136/000119312516546517/d158520ddef14a.htm
933136,2015-03-09,https://www.sec.gov/Archives/edgar/data/933136/000119312515083473/d838601ddef14a.htm
933136,2014-04-24,https://www.sec.gov/Archives/edgar/data/933136/000119312514155709/d630499ddef14a.htm
933136,2013-04-23,https://www.sec.gov/Archives/edgar/data/933136/000119312513167519/d492462ddef14a.htm
1064728,2015-08-17,https://www.sec.gov/Archives/edgar/data/1064728/000119312515292695/d26449ddef14a.htm
1064728,2015-03-24,https://www.sec.gov/Archives/edgar/data/1064728/000119312515103287/d868404ddef14a.htm
1064728,2014-03-25,https://www.sec.gov/Archives/edgar/data/1064728/000119312514114432/d666471ddef14a.htm
1064728,2013-03-20,https://www.sec.gov/Archives/edgar/data/1064728/000119312513117317/d484131ddef14a.htm
1460329,2016-04-29,https://www.sec.gov/Archives/edgar/data/1460329/000119312516569867/d130591ddef14a.htm
1460329,2016-02-02,https://www.sec.gov/Archives/edgar/data/1460329/000119312516447642/d113202ddef14c.htm
1460329,2015-04-30,https://www.sec.gov/Archives/edgar/data/1460329/000119312515162484/d914294ddef14a.htm
891103,2016-11-07,https://www.sec.gov/Archives/edgar/data/891103/000104746916016556/a2230232zdef14a.htm
891103,2015-04-30,https://www.sec.gov/Archives/edgar/data/891103/000104746915004228/a2224300zdef14a.htm
891103,2014-04-30,https://www.sec.gov/Archives/edgar/data/891103/000104746914004363/a2219747zdef14a.htm
891103,2013-04-30,https://www.sec.gov/Archives/edgar/data/891103/000104746913005174/a2214654zdef14a.htm
1353970,2016-11-22,https://www.sec.gov/Archives/edgar/data/1353970/000107997316001319/cxdc_def14a.htm
1353970,2015-11-23,https://www.sec.gov/Archives/edgar/data/1353970/000107997315000672/cxdc_def14a.htm
1353970,2014-11-20,https://www.sec.gov/Archives/edgar/data/1353970/000107997314000595/cxdc_def14a.htm
1353970,2013-11-19,https://www.sec.gov/Archives/edgar/data/1353970/000107997313000696/cxdc_def14a.htm
1358190,2016-09-12,https://www.sec.gov/Archives/edgar/data/1358190/000121390016016674/def14a0916_orientpaper.htm
1358190,2015-08-05,https://www.sec.gov/Archives/edgar/data/1358190/000121390015005720/def14a0815_orientpaper.htm
1358190,2014-09-29,https://www.sec.gov/Archives/edgar/data/1358190/000121390014006960/def14a1014_orientpaper.htm
1358190,2013-09-23,https://www.sec.gov/Archives/edgar/data/1358190/000114420413051888/v355369_def14a.htm
1085280,2014-03-04,https://www.sec.gov/Archives/edgar/data/1085280/000119312514081263/d683591ddef14a.htm
1085280,2013-03-12,https://www.sec.gov/Archives/edgar/data/1085280/000119312513103213/d499373ddef14a.htm
1074909,2013-05-16,https://www.sec.gov/Archives/edgar/data/1074909/000101041213000145/proxy_statement.htm
275053,2016-04-14,https://www.sec.gov/Archives/edgar/data/275053/000162828016014207/definitive2016proxystateme.htm
275053,2015-03-27,https://www.sec.gov/Archives/edgar/data/275053/000110465915023374/a15-1567_1def14a.htm
275053,2014-12-12,https://www.sec.gov/Archives/edgar/data/275053/000110465914086378/a14-25925_3def14a.htm
275053,2014-03-28,https://www.sec.gov/Archives/edgar/data/275053/000104746914003124/a2219163zdef14a.htm
275053,2013-03-29,https://www.sec.gov/Archives/edgar/data/275053/000104746913003597/a2213830zdef14a.htm
1410098,2016-05-04,https://www.sec.gov/Archives/edgar/data/1410098/000135448816007213/crmd_def14a.htm
1410098,2015-11-25,https://www.sec.gov/Archives/edgar/data/1410098/000135448815005317/crmd_def14a.htm
1410098,2015-04-22,https://www.sec.gov/Archives/edgar/data/1410098/000135448815001874/crmd_def14a.htm
1410098,2014-05-16,https://www.sec.gov/Archives/edgar/data/1410098/000135448814002754/crmd_def14a.htm
1410098,2014-01-31,https://www.sec.gov/Archives/edgar/data/1410098/000135448814000427/crmd_def14a.htm
1410098,2013-06-20,https://www.sec.gov/Archives/edgar/data/1410098/000114420413035834/v347997_def14a.htm
722830,2016-11-02,https://www.sec.gov/Archives/edgar/data/722830/000104746916016472/a2230153zdef14a.htm
722830,2015-10-21,https://www.sec.gov/Archives/edgar/data/722830/000119312515349362/d75918ddef14a.htm
722830,2014-10-22,https://www.sec.gov/Archives/edgar/data/722830/000119312514378891/d803060ddef14a.htm
722830,2013-10-25,https://www.sec.gov/Archives/edgar/data/722830/000119312513410768/d612349ddef14a.htm
70858,2016-03-17,https://www.sec.gov/Archives/edgar/data/70858/000119312516508200/d87843ddef14a.htm
70858,2015-08-13,https://www.sec.gov/Archives/edgar/data/70858/000119312515289982/d947675ddef14a.htm
70858,2015-03-26,https://www.sec.gov/Archives/edgar/data/70858/000119312515106302/d825862ddef14a.htm
70858,2014-03-27,https://www.sec.gov/Archives/edgar/data/70858/000119312514117856/d606171ddef14a.htm
70858,2013-03-28,https://www.sec.gov/Archives/edgar/data/70858/000119312513131136/d468848ddef14a.htm
904080,2016-04-07,https://www.sec.gov/Archives/edgar/data/904080/000119312516533140/d131983ddef14a.htm
904080,2015-04-08,https://www.sec.gov/Archives/edgar/data/904080/000119312515122223/d876581ddef14a.htm
904080,2014-04-10,https://www.sec.gov/Archives/edgar/data/904080/000119312514138042/d663779ddef14a.htm
904080,2013-03-29,https://www.sec.gov/Archives/edgar/data/904080/000119312513134107/d470820ddef14a.htm
922475,2016-04-07,https://www.sec.gov/Archives/edgar/data/922475/000092247516000055/proxy_statement.htm
922475,2015-06-12,https://www.sec.gov/Archives/edgar/data/922475/000119312515221170/d938313ddef14a.htm
922475,2014-11-24,https://www.sec.gov/Archives/edgar/data/922475/000092247514000042/proxy_statement.htm
922475,2013-03-13,https://www.sec.gov/Archives/edgar/data/922475/000092247513000010/proxystmt.htm
1390478,2016-09-21,https://www.sec.gov/Archives/edgar/data/1390478/000119312516715629/d256976ddef14a.htm
1390478,2016-06-03,https://www.sec.gov/Archives/edgar/data/1390478/000119312516612675/d175958ddef14a.htm
1390478,2015-04-30,https://www.sec.gov/Archives/edgar/data/1390478/000119312515162074/d910154ddef14a.htm
1390478,2014-04-30,https://www.sec.gov/Archives/edgar/data/1390478/000119312514172392/d716525ddef14a.htm
1390478,2013-04-29,https://www.sec.gov/Archives/edgar/data/1390478/000119312513182428/d524974ddef14a.htm
711404,2016-01-29,https://www.sec.gov/Archives/edgar/data/711404/000119312516443302/d117679ddef14a.htm
711404,2015-01-30,https://www.sec.gov/Archives/edgar/data/711404/000119312515027245/d852813ddef14a.htm
711404,2014-01-31,https://www.sec.gov/Archives/edgar/data/711404/000119312514030110/d660098ddef14a.htm
711404,2013-02-05,https://www.sec.gov/Archives/edgar/data/711404/000119312513038152/d472075ddef14a.htm
203077,2016-03-22,https://www.sec.gov/Archives/edgar/data/203077/000104746916011438/a2227856zdef14a.htm
203077,2015-03-25,https://www.sec.gov/Archives/edgar/data/203077/000104746915002694/a2223664zdef14a.htm
203077,2014-03-21,https://www.sec.gov/Archives/edgar/data/203077/000089710114000361/stjude140861_def14a.htm
203077,2013-03-22,https://www.sec.gov/Archives/edgar/data/203077/000089710113000412/stjude131211_def14a.htm
799698,2016-05-20,https://www.sec.gov/Archives/edgar/data/799698/000079969816000035/2016_cytrx_proxy.htm
799698,2015-05-05,https://www.sec.gov/Archives/edgar/data/799698/000079969815000012/def14a2015.htm
799698,2014-05-01,https://www.sec.gov/Archives/edgar/data/799698/000079969814000010/def14a2014.htm
799698,2013-05-17,https://www.sec.gov/Archives/edgar/data/799698/000079969813000011/def14a.htm
875320,2016-04-29,https://www.sec.gov/Archives/edgar/data/875320/000087532016000074/a2016proxy.htm
